X,Y,Z
-0.47644662296440526,0.5238222454443243,0.4944047817611066
-0.4822175475481745,0.5185744982150507,0.49413425866073923
-0.5211918005565718,0.4798381890525561,0.4923840449660486
-0.5736326466881179,0.41632078274351875,0.49035854162115045
-0.6116255672193419,0.3583699880171502,0.48975332483141354
-0.6378196213474726,0.30924475295366183,0.49002784536235044
-0.6600725387903212,0.2582409401674349,0.49029838484549837
-0.6782547071197621,0.20565120499876127,0.490569171503678
-0.6922542969883692,0.15180056290409982,0.49083994978815454
-0.7019855672490288,0.09702099073851395,0.4911107223878187
-0.7073890573432499,0.04165031066057286,0.49138148683376076
-0.7084320082955097,-0.01397009922642034,0.4916522456344654
-0.7051085470693187,-0.06949739753723205,0.49192299813990786
-0.6974397132332527,-0.12458934700718195,0.49219374413411365
-0.6854733283334528,-0.17890643626630434,0.4924644835488735
-0.6692836978250725,-0.232113973546461,0.49273521631826495
-0.6489711496349799,-0.2838841493499741,0.4930059423765297
-0.6244877589759213,-0.3342163608882517,0.4932808480718659
-0.5893791559917013,-0.39273738133976127,0.4936145702577196
-0.5428720211454282,-0.45477640594782337,0.49398325126438214
-0.5046689787671796,-0.49675452760458166,0.4942548704785598
-0.4959601778188451,-0.5055359392588847,0.4939767566607557
-0.5372976380259565,-0.4618511013361522,0.49209431561873623
-0.595587186237995,-0.38435998335574867,0.49005082354568036
-0.6313872136549413,-0.3223340909351935,0.4896294446186481
-0.6546285045907809,-0.27193501046962737,0.4899171086288077
-0.6739044244958339,-0.21971098606833167,0.4902055791662111
-0.6890216953121411,-0.16613850638232724,0.4904938663762067
-0.6998874516822083,-0.11154852595522571,0.4907821487402289
-0.7064352392388972,-0.056277882676082296,0.49107042568104703
-0.7086252467224448,-0.000667568015773895,0.4913586969601362
-0.7064445481408925,0.05493937545322325,0.4916469625047116
-0.699907182993355,0.1101999481349529,0.4919352221922117
-0.6890540431687061,0.16477345304682042,0.4922234645836075
-0.6739526657982113,0.21832325831487964,0.49251172394302467
-0.6546967599338164,0.2705192828816345,0.4927999659981852
-0.6314056587062505,0.3210397534078912,0.4930882018221332
-0.6010536039860961,0.37470969885504407,0.4934027550530638
-0.5563930918170976,0.4381714224924608,0.49381223114043515
