X,Y,Z
-0.5641659771573468,-0.09791556381241151,0.3424487836884419
-0.5688321652470175,-0.08766924516650312,0.3421186766664089
-0.5792682716268299,-0.06302537057620608,0.34093753257733944
-0.5899424072931452,-0.03355149203334359,0.33946712133986523
-0.5994310361842665,-0.0019103621521071605,0.33794148001228985
-0.6069656087084705,0.030118632009384517,0.3361488765722984
-0.6128531828835645,0.06310287186244486,0.3340934902466587
-0.6167661802363426,0.09694885966904698,0.332161588484742
-0.6188072073165294,0.1335922204849804,0.3297212926109056
-0.6187546755131236,0.16721177611557084,0.32720881539117586
-0.6163865264619057,0.20485740947523057,0.32464236986749606
-0.6120942279185955,0.24020033705567345,0.3218710593006148
-0.6052792925966276,0.2774779114494555,0.31857326264161545
-0.5950552198502619,0.31822481931706337,0.3152285404155851
-0.5839612555026708,0.35308184959480793,0.31203064228374716
-0.5720643084174841,0.3845067699703287,0.3087578770571978
-0.562152175938896,0.4072111147320648,0.30663483032783656
-0.5711207456688671,0.3942327665216245,0.30660835932695474
-0.591702752581281,0.3628877926687067,0.3062224783216507
-0.6096174176923025,0.3318639951650325,0.3059393937908073
-0.6284301222553328,0.29544769600295634,0.3056984446074297
-0.6441734939630938,0.25973126908050326,0.30547778593829433
-0.6585528417191127,0.2212886556544286,0.30514978784965957
-0.669897912318445,0.18465115448730837,0.3048353267287801
-0.6813476422589946,0.13748137738314928,0.30444927137019134
-0.691483509320565,0.07373824333335949,0.30403875736646985
-0.6905433164020596,0.0745752523467115,0.3045711414807673
-0.6805819185419073,0.08208741260204983,0.3094687507874939
-0.6650154193021334,0.09289816112765106,0.3160846532955066
-0.6485619130565415,0.10381357837623291,0.32226570617106925
-0.6291888460959292,0.11551684136213701,0.3288484612804328
-0.6098134242070232,0.12641354112827072,0.334466977721463
-0.5911287536754192,0.1360081746860963,0.338931072339034
-0.5723477007358735,0.1450688455668816,0.34294570446983486
-0.5530221875484544,0.15349640228835268,0.34625005349263066
-0.5336068209636098,0.16139110801328832,0.3487773831368594
-0.5127591775061482,0.16928556822466778,0.3508852460268356
-0.4688965480613609,0.1828547276182743,0.35243077141569734
-0.46505026463618565,0.18475206134774552,0.35309374657523207
-0.455534095772405,0.19404148017270148,0.35748480681266914
-0.4403932130586716,0.20677100702386916,0.3635313198879141
-0.4193817421845325,0.22226556695314525,0.37085247783959885
-0.39616831613623565,0.23665598647131253,0.37765450969560055
-0.37326606579171634,0.24927862139841078,0.38404868069631637
-0.34986503094827404,0.260442815132068,0.38980358007482574
-0.3257844331592341,0.2700692472432163,0.3951651275271202
-0.3018362633043322,0.27804157811296293,0.39989613186744105
-0.276683302488671,0.2848073269951459,0.4043342658089845
-0.2526464401982426,0.28961257038920235,0.40800193497594883
-0.22766394256589653,0.2930657946512326,0.41132440755688193
-0.2038794376566584,0.2948832183582479,0.41403295503078064
-0.1782748461567672,0.29517826748712545,0.4163596589553604
-0.14830347147546388,0.2934148105789036,0.41823567089359936
-0.15676224714295617,0.2937715954954927,0.42105318160483607
-0.1834935613760728,0.29343546587566127,0.42910916725846293
-0.21577482208498724,0.29045437462721785,0.43805032928539894
-0.24641924179288444,0.28496597474650337,0.44629018191798475
-0.27814563534749437,0.27648495576575155,0.4545362108224318
-0.31006750003240113,0.2650761931800248,0.462305722281577
-0.3404250698911259,0.2512979499997052,0.46957694994683163
-0.3716270719511749,0.23373844223525755,0.47679483767636577
-0.3986783808161424,0.21589909266406293,0.482852754002475
-0.42478385759370274,0.1955696576193844,0.4885621938410779
-0.4476148370783319,0.17512953976372284,0.49357197223270155
-0.47119697436201324,0.15082831839301827,0.4986393572338583
-0.49355218799370343,0.12407649422197076,0.5035049227699938
-0.5140636504512986,0.09526409004169865,0.5079962259526587
-0.5341394552447959,0.06251098046798192,0.5124261493420101
-0.5502151244697733,0.03188738213876888,0.5159417743684067
-0.5654274683840301,-0.0034417737647455134,0.519455300633415
-0.5775364179250206,-0.038326704000438666,0.5224708978518877
-0.5882810066059354,-0.07875601042112697,0.5254389962489848
-0.5957940473071859,-0.11865227425688886,0.5277702970594794
-0.6003789763101344,-0.15967224318740916,0.5298465690225285
-0.6019642393926085,-0.20463120755918815,0.5315304409057026
-0.6004382051614641,-0.2447399443107665,0.532636969512332
-0.595496513416013,-0.2893423610897281,0.5334914859697014
-0.5874962883771745,-0.3319203421980563,0.5338483474984757
-0.5763322484823189,-0.37397101258371684,0.534671341282455
-0.5675461802067936,-0.4016151135500622,0.5326200863254515
-0.5684820110519574,-0.40546659462281837,0.5192397759579965
-0.5710561853063679,-0.4046417562400041,0.5039956323168792
-0.5726023440939219,-0.4067798961875182,0.48512216791053697
-0.5734640410918553,-0.4082364912180399,0.468091322481666
-0.5739539671622393,-0.4094334745482032,0.4488862252038311
-0.5738604937789915,-0.40994357219951133,0.43260359926722963
-0.5734261914719578,-0.4100908977849211,0.415063526351291
-0.5726639835869385,-0.4097280097816322,0.3985680102681471
-0.5713320997930889,-0.4088343020853326,0.38171857233049244
-0.5692598672812448,-0.40737993084749885,0.36232053167218076
-0.567230782570766,-0.4058529779038289,0.34664937306846877
-0.5642750073199041,-0.4033836164330393,0.3285085106393875
